publishedDate,title,image,site,text,url,symbol,similarity_score,sentiment_score,sentiment_class,confidence,relevance,impact_length,importance,uniqueness
2025-01-13 11:27:21,EURUSD Elliott Wave: Forecasting the Decline After 3 Waves Bounce,https://images.financialmodelingprep.com/news/eurusd-elliott-wave-forecasting-the-decline-after-3-waves-20250113.jpg,actionforex.com,"Hello fellow traders. In this technical article we're going to take a quick look at the Elliott Wave charts of EURUSD , published in members area of the website.",https://www.actionforex.com/contributors/technical-analysis/582308-eurusd-elliott-wave-forecasting-the-decline-after-3-waves-bounce/,EURUSD,0.0,-0.3,-1.0,0.6,0.8,week,0.5,
2025-01-13 13:30:20,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Continues to Strengthen Overall",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-continues-to-20250113.jpg,fxempire.com,"The US dollar continues to be strong, helped by rates in America. However, the yen is starting to fight back, as the safety currency will attract a certain amount of inflows as stocks around the world are sluggish.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-continues-to-strengthen-overall-1489741,EURUSD,0.2,-0.3,-1.0,0.6,0.5,week,0.4,
2025-01-13 14:01:28,EUR/USD –13.01.2025,https://images.financialmodelingprep.com/news/eurusd-13012025-20250113.jpg,orbex.com,The Euro managed to keep holding below the resistance 1.0460 and last Friday met the target of 1.0225 and broke lower. We still expect a farther drop toward 1.0100 and toward 0.9905 could also have chance as the market looks towards the US Inflation figures this Wednesday.,https://www.orbex.com/blog/en/2025/01/eur-usd-13-01-2025,EURUSD,0.3,-0.7,-1.0,0.8,1.0,week,0.7,2.0
2025-01-13 15:40:44,EUR/USD Price Analysis: Fifth consecutive drop threatens deeper lows,https://images.financialmodelingprep.com/news/eurusd-price-analysis-fifth-consecutive-drop-threatens-deeper-lows-20250113.jpg,fxstreet.com,"EUR/USD extended its downward spiral on Monday, shedding another 0.39% to settle near 1.0210. This marks the fifth consecutive session of losses, with the pair continuously probing fresh lows not seen since November 2022.",https://www.fxstreet.com/news/eur-usd-price-analysis-fifth-consecutive-drop-threatens-deeper-lows-202501131540,EURUSD,0.2,-0.39,-1.0,0.8,1.0,week,0.7,
2025-01-13 16:00:00,"EUR/USD Forecast: Currency Pair of the Week - January 13, 2025",https://images.financialmodelingprep.com/news/eurusd-forecast-currency-pair-of-the-week-january-13-20250113.jpg,forex.com,"The EUR/USD has been struggling to find its footing, slipping to a new multi-year low today of just below the 1.0200 handle. The pair remains on a downward trajectory, now eyeing a potential fourth consecutive monthly decline.",https://www.forex.com/en-us/news-and-analysis/eur-usd-forecast-currency-pair-of-the-week-january-13-2025/,EURUSD,0.8,-0.7,-1.0,0.9,1.0,month,0.8,2.0
2025-01-13 16:34:16,"U.S. Dollar Starts The Week On A Strong Note: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-starts-the-week-on-a-strong-note-20250113.jpg,fxempire.com,The American currency tested yearly highs as traders remained bullish at the start of the week.,https://www.fxempire.com/forecasts/article/u-s-dollar-starts-the-week-on-a-strong-note-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-2-1489814,EURUSD,0.7,-0.6,-1.0,0.8,0.9,week,0.7,2.0
2025-01-13 17:14:00,"EUR/USD, GBP/USD, USD/JPY, Gold, Oil Weekly Technical Outlook",https://images.financialmodelingprep.com/news/eurusd-gbpusd-usdjpy-gold-oil-weekly-technical-outlook-20250113.jpg,forex.com,"In this webinar we take an in-depth look at the technical trade levels for the US Dollar (DXY), Euro (EUR/USD), British Pound (GBP/USD), Australian Dollar (AUD/USD), Canadian Dollar (USD/CAD), Japanese Yen (USD/JPY), Swiss Franc (USD/CHF), Gold (XAU/USD), Silver (XAG/USD),  Crude Oil (WTI), S&P 500 (SPX500), Nasdaq (NDX), and the Dow Jones (DJI). These are the levels that matter on the technical charts into the weekly open.",https://www.forex.com/en-us/news-and-analysis/eur-usd-gbpusd-usdjpy-gold-oil-weekly-technical-outlook-1-13-2025/,EURUSD,0.2,0.0,0.0,0.5,0.5,week,0.3,
2025-01-13 23:48:00,"Tentative signs of reversals for EUR/USD, commodity FX: COT report",https://images.financialmodelingprep.com/news/tentative-signs-of-reversals-for-eurusd-commodity-fx-cot-20250113.jpg,forex.com,"I am going to tentatively suggest that EUR/USD may be nearing an inflection point, however small. Yes, the USD could continue to perform well for a decent chunk of this year, yet much of its demise in recent weeks has been down to the strong USD on fears of an inflationary Trump.",https://www.forex.com/en-us/news-and-analysis/tentative-signs-of-reversals-for-eurusd-commodity-fx-cot-report-2025-01-14/,EURUSD,0.3,-0.2,-1.0,0.6,0.8,week,0.5,1.0
2025-01-14 00:01:15,EUR/USD scrambles to recover ground after fresh test of two-year lows,https://images.financialmodelingprep.com/news/eurusd-scrambles-to-recover-ground-after-fresh-test-of-20250113.jpg,fxstreet.com,"EUR/USD continued to explore the bearish side of the charts on Monday, declining into the 1.0200 handle for the first time since late 2022, etching in a fresh 26-month low before staging half-hearted recovery later in the day.",https://www.fxstreet.com/news/eur-usd-scrambles-to-recover-ground-after-fresh-test-of-two-year-lows-202501140001,EURUSD,0.6,-0.7,-1.0,0.8,1.0,week,0.7,2.0
2025-01-14 13:32:38,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Continues to Be Strong",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-continues-to-be-20250114.jpg,fxempire.com,"The US dollar continues to show signs of strength on Tuesday, as the market looks like it is still paying close attention to the interest rate situation in the US, as well as the lack of rate cuts coming from the Federal Reserve.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-continues-to-be-strong-1490024,EURUSD,0.2,-0.7,-1.0,0.8,0.9,month,0.7,
2025-01-14 15:42:52,EUR/USD Price Analysis: Pair attempts mild rebound but outlook remains negative,https://images.financialmodelingprep.com/news/eurusd-price-analysis-pair-attempts-mild-rebound-but-outlook-20250114.jpg,fxstreet.com,"The EUR/USD pair managed to eke out a modest recovery on Tuesday, edging down to 1.0270 yet avoiding a sixth consecutive day in the red. Despite this fragile bounce, the pair remains under pressure, underscoring the persistent headwinds that have characterized its performance over the past week.",https://www.fxstreet.com/news/eur-usd-price-analysis-pair-attempts-mild-rebound-but-outlook-remains-negative-202501141542,EURUSD,0.3,-0.2,-1.0,0.7,1.0,week,0.5,2.0
2025-01-14 16:05:00,EUR/USD Vulnerable Amid Push Below January Opening Range,https://images.financialmodelingprep.com/news/eurusd-vulnerable-amid-push-below-january-opening-range-20250114.jpg,forex.com,"EUR/USD extends the rebound from the monthly low (1.0178) to keep the Relative Strength Index (RSI) above 30, but the exchange rate may continue to track the negative slope in the 50-Day SMA (1.0495) as it pushes below the opening range for January.",https://www.forex.com/en-us/news-and-analysis/eurusd-vulnerable-amid-push-below-january-opening-range-01-14-2025/,EURUSD,0.2,-0.3,-1.0,0.7,1.0,week,0.5,
2025-01-14 16:25:08,"U.S. Dollar Pulls Back After PPI Report: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-pulls-back-after-ppi-report-analysis-for-20250114.jpg,fxempire.com,The lower-than-expected PPI report put pressure on the American currency.,https://www.fxempire.com/forecasts/article/u-s-dollar-pulls-back-after-ppi-report-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1490109,EURUSD,0.0,0.3,1.0,0.7,0.8,week,0.5,
2025-01-14 22:50:00,EUR/USD: Morning Star Spark or Just a False Dawn?,https://images.financialmodelingprep.com/news/eurusd-morning-star-spark-or-just-a-false-dawn-20250114.jpg,forex.com,"Sitting in a declining wedge and completing a three-candle morning star pattern, traders must be wondering whether EUR/USD has just marked its near-term lows.",https://www.forex.com/en-us/news-and-analysis/eur-usd-morning-star-spark-or-just-a-false-dawn/,EURUSD,0.2,0.3,1.0,0.6,0.8,week,0.5,
2025-01-14 23:58:18,EUR/USD looks up from the low end ahead of key CPI print,https://images.financialmodelingprep.com/news/eurusd-looks-up-from-the-low-end-ahead-of-20250114.jpg,fxstreet.com,"EUR/USD found enough gas in the tank for an intraday rally on Tuesday, rising over eight-tenths of one percent on the day as Euro bidders hope that a potential accord in France could stave off a total collapse of the European country's government. Market sentiment improved on Tuesday, further bolstering Fiber bidding after US Producer Price Index (PPI) inflation rose at a slower pace than expected.",https://www.fxstreet.com/news/eur-usd-looks-up-from-the-low-end-ahead-of-key-cpi-print-202501142358,EURUSD,0.0,0.6,1.0,0.8,1.0,day,0.7,
2025-01-15 00:39:53,"UBS forecasts EUR/USD to 1 by March, but then recovering to 1.06",https://images.financialmodelingprep.com/news/ubs-forecasts-eurusd-to-1-by-march-but-then-20250114.jpg,forexlive.com,UBS Global Wealth Management forecasts for the euro against the US dollar: 1.00 by March 2025 1.02 in June 1.06 in December Says it'll be a year of two halves for the big dollar: H1 strength partial or full reversal in H2 currently the USD is in 'strongly over valued territory I marked off those two extremes UBS mention ... the Bank of Japan would kill for such stability!,https://www.forexlive.com/news/ubs-forecasts-eurusd-to-1-by-march-but-then-recovering-to-106-20250115/,EURUSD,0.0,0.3,1.0,0.7,1.0,year,0.8,
2025-01-15 05:07:37,EUR/USD steadies around 1.0300 as US Dollar remains subdued ahead of US CPI,https://images.financialmodelingprep.com/news/eurusd-steadies-around-10300-as-us-dollar-remains-subdued-20250115.jpg,fxstreet.com,"EUR/USD remains steady following recent gains registered in the previous session, trading around 1.0300 during the Asian hours on Wednesday. The pair received support as the market sentiment is improved due to recent reports about US President-elect Donald Trump's economic team considering a gradual increase in import tariffs boosted investor confidence, per Bloomberg.",https://www.fxstreet.com/news/eur-usd-steadies-around-10300-as-us-dollar-remains-subdued-ahead-of-us-cpi-202501150507,EURUSD,0.3,0.2,1.0,0.6,0.8,week,0.4,2.0
2025-01-15 08:27:05,EUR/USD: The pair enters a range trading phase – UOB Group,https://images.financialmodelingprep.com/news/eurusd-the-pair-enters-a-range-trading-phase-uob-20250115.jpg,fxstreet.com,"There has been a tentative buildup in momentum; Euro (EUR) could rise to 1.0325, potentially reaching 1.0350. In the longer run, EUR has entered a range trading phase; it is likely to trade between 1.0220 and 1.0400 for the time being, UOB Group's FX analysts Quek Ser Leang and Peter Chia note.",https://www.fxstreet.com/news/eur-usd-the-pair-enters-a-range-trading-phase-uob-group-202501150827,EURUSD,0.0,0.2,1.0,0.7,1.0,week,0.5,
2025-01-15 09:00:34,EUR/USD: Set to consolidate with mild rebound risks – OCBC,https://images.financialmodelingprep.com/news/eurusd-set-to-consolidate-with-mild-rebound-risks-ocbc-20250115.jpg,fxstreet.com,Euro (EUR) held on to small gains overnight amid USD's pullback. EUR/USD was last seen at 1.03 levels.,https://www.fxstreet.com/news/eur-usd-set-to-consolidate-with-mild-rebound-risks-ocbc-202501150900,EURUSD,0.3,0.1,1.0,0.6,0.8,day,0.3,2.0
2025-01-15 09:39:08,EUR/USD stays firm ahead of US inflation,https://images.financialmodelingprep.com/news/eurusd-stays-firm-ahead-of-us-inflation-20250115.jpg,fxstreet.com,"EUR/USD clings to gains near 1.0300 in Wednesday's European session after a strong recovery on Tuesday. The major currency pair consolidates as investors await the United States (US) Consumer Price Index (CPI) data for December, which will be published at 13:30 GMT.",https://www.fxstreet.com/news/eur-usd-stays-firm-ahead-of-us-inflation-202501150939,EURUSD,0.0,0.0,0.0,0.5,1.0,day,0.5,
2025-01-15 09:49:44,US Dollar Forecast: CPI Data Could Drive Bond Yield and EUR/USD Outlook,https://images.financialmodelingprep.com/news/us-dollar-forecast-cpi-data-could-drive-bond-yield-20250115.jpg,fxempire.com,"How will CPI data impact bond yields and EUR/USD? Explore insights on market reactions, inflation pressures, and Federal Reserve policy forecasts.",https://www.fxempire.com/forecasts/article/us-dollar-forecast-cpi-data-could-drive-bond-yield-and-eur-usd-outlook-1490217,EURUSD,0.0,0.0,0.0,0.5,0.8,week,0.7,
2025-01-15 13:59:12,EUR/USD –15.01.2025,https://images.financialmodelingprep.com/news/eurusd-15012025-20250115.jpg,orbex.com,"The Euro hit the first target of 1.0225, while the market managed to rebound and close the downtrend resistance zone at 1.0370 ahead of US Inflation figures. As we see over the chart, prices still have a chance for another drop toward 1.0100 as long as the market holds below 1.0370.",https://www.orbex.com/blog/en/2025/01/eur-usd-15-01-2025,EURUSD,0.3,-0.4,-1.0,0.7,1.0,week,0.6,2.0
2025-01-15 14:25:58,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Softens a Bit After CPI Misses",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-softens-a-20250115.jpg,fxempire.com,"The US dollar has seen a bit of trouble during the early hours of Wednesday, as the market is looking to sort out where the Federal Reserve and the bonds markets are going in America. With the CPI coming in lower than expected, this is a bit of a shock.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-softens-a-bit-after-cpi-misses-1490425,EURUSD,0.0,0.3,1.0,0.7,0.8,week,0.6,
2025-01-15 15:54:09,EUR/USD Price Analysis: Pair stalls near 20-day SMA despite mild bounce,https://images.financialmodelingprep.com/news/eurusd-price-analysis-pair-stalls-near-20day-sma-despite-20250115.jpg,fxstreet.com,"EUR/USD managed a modest rise to around 1.0335 on Wednesday, extending a cautious bid despite struggling to firmly overtake the 20-day Simple Moving Average (SMA). While the pair has garnered some support following recent declines, the rejection at this technical barrier underscores lingering doubts over the sustainability of the recovery.",https://www.fxstreet.com/news/eur-usd-price-analysis-pair-stalls-near-20-day-sma-despite-mild-bounce-202501151554,EURUSD,0.0,0.1,1.0,0.6,1.0,day,0.3,
2025-01-15 16:28:54,EURUSD Wave Analysis,https://images.financialmodelingprep.com/news/eurusd-wave-analysis-20250115.jpg,actionforex.com,"EURUSD currency pair recently reversed up with the daily Japanese candlesticks reversal pattern Morning Star (with the daily Hammer in its middle) from the key support level 1.0225, which stopped the previous impulse wave i at the end of December.",https://www.actionforex.com/contributors/technical-analysis/582687-eurusd-wave-analysis-50/,EURUSD,0.0,0.7,1.0,0.8,1.0,week,0.6,
2025-01-15 17:12:17,"U.S. Dollar Rebounds As Traders Weigh Inflation Data: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-rebounds-as-traders-weigh-inflation-data-analysis-20250115.jpg,fxempire.com,"U.S. dollar is swinging between gains and losses as traders focus on inflation reports, which indicated that Core Inflation Rate declined from 3.3% to 3.2%.",https://www.fxempire.com/forecasts/article/u-s-dollar-rebounds-as-traders-weigh-inflation-data-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1490487,EURUSD,0.0,0.1,1.0,0.6,0.8,week,0.5,
2025-01-15 19:01:00,Euro Short-term Outlook: EUR/USD Poised to Snap Six-Week Selloff,https://images.financialmodelingprep.com/news/euro-shortterm-outlook-eurusd-poised-to-snap-sixweek-selloff-20250115.jpg,forex.com,"Euro rebounded off key support on Monday with today's post-CPI rally extending more than 1.7% off the weekly lows. The advance faltered at the objective yearly open, and the immediate focus now shifts to a breakout of the January opening-range for guidance with bears vulnerable while above the weekly lows.",https://www.forex.com/en-us/news-and-analysis/euro-short-term-outlook-eur-usd-poised-to-snap-six-week-selloff-1-15-2025/,EURUSD,-0.3,0.7,1.0,0.8,1.0,week,0.7,2.0
2025-01-15 22:54:00,"EUR/USD, USD/CAD, USD/CHF Struggling for Direction as Rate Links Fray",https://images.financialmodelingprep.com/news/eurusd-usdcad-usdchf-struggling-for-direction-as-rate-links-20250115.jpg,forex.com,"USD/CAD, USD/CHF, and EUR/USD are breaking away from their once-strong correlation with US interest rates and yield spreads, with the relationship significantly weakening in recent weeks.",https://www.forex.com/en-us/news-and-analysis/eur-usd-cad-chf-struggling-for-direction-as-rate-links-fray/,EURUSD,0.3,0.0,0.0,0.5,0.7,week,0.4,2.0
2025-01-16 00:18:11,EUR/USD flat lines near 1.0300 on softer US CPI data,https://images.financialmodelingprep.com/news/eurusd-flat-lines-near-10300-on-softer-us-cpi-20250115.jpg,fxstreet.com,EUR/USD flat lines near 1.0300 on softer US CPI data,https://www.fxstreet.com/news/eur-usd-flat-lines-near-10300-on-softer-us-cpi-data-202501160018,EURUSD,0.0,0.1,1.0,0.6,0.8,day,0.5,
2025-01-16 07:55:16,EUR/USD Stabilises as US Inflation Cools Without Major Surprises,https://images.financialmodelingprep.com/news/eurusd-stabilises-as-us-inflation-cools-without-major-surprises-20250116.jpg,actionforex.com,"US inflation data showed moderate growth, aligning with expectations. As forecast, the Consumer Price Index (CPI) rose by 0.4% m/m in December, maintaining an annualised rate of 2.9% y/y.",https://www.actionforex.com/contributors/technical-analysis/582704-eur-usd-stabilises-as-us-inflation-cools-without-major-surprises/,EURUSD,0.0,0.1,0.0,0.7,0.8,week,0.5,
2025-01-16 08:22:30,EUR/USD: Likely to trade between 1.0220 and 1.0400 – UOB Group,https://images.financialmodelingprep.com/news/eurusd-likely-to-trade-between-10220-and-10400-uob-20250116.jpg,fxstreet.com,"Euro (EUR) is expected to consolidate in a 1.0255/1.0345 range. In the longer run, EUR has entered a range trading phase; it is likely to trade between 1.0220 and 1.0400 for the time being, UOB Group's FX analysts Quek Ser Leang and Lee Sue Ann note.",https://www.fxstreet.com/news/eur-usd-likely-to-trade-between-10220-and-10400-uob-group-202501160822,EURUSD,0.0,0.0,0.0,0.5,1.0,week,0.5,
2025-01-16 08:36:22,US Dollar Forecast: CPI Holds Steady While Dollar Consolidates – GBP/USD and EUR/USD Outlook,https://images.financialmodelingprep.com/news/us-dollar-forecast-cpi-holds-steady-while-dollar-consolidates-20250116.jpg,fxempire.com,"US Dollar consolidates post-CPI, GBP/USD struggles below pivot, while EUR/USD eyes ECB policy for potential upside.",https://www.fxempire.com/forecasts/article/us-dollar-forecast-cpi-holds-steady-while-dollar-consolidates-gbp-usd-and-eur-usd-outlook-1490560,EURUSD,0.2,0.3,1.0,0.6,0.8,week,0.5,
2025-01-16 09:22:12,EUR/USD trades sideways as trades reassess Fed's monetary policy outlook,https://images.financialmodelingprep.com/news/eurusd-trades-sideways-as-trades-reassess-feds-monetary-policy-20250116.jpg,fxstreet.com,"EUR/USD consolidates around 1.0300 in Thursday's European session. The major currency pair trades sideways, following the US Dollar (USD) footprints, while the US Dollar Index (DXY) wobbles around 109.15.",https://www.fxstreet.com/news/eur-usd-trades-sideways-as-trades-reassess-feds-monetary-policy-outlook-202501160922,EURUSD,0.0,0.0,0.0,0.5,1.0,day,0.5,
2025-01-16 09:27:00,"FTSE, EUR/USD Forecast: Two trades to watch",https://images.financialmodelingprep.com/news/ftse-eurusd-forecast-two-trades-to-watch-20250116.jpg,forex.com,"UK GDP figures showed that the UK economy grew 0.1% in November, slower than the 0.2% forecast. However, this is up slightly from the 0.1% decline in output in October and September.",https://www.forex.com/en-us/news-and-analysis/ftse-eurusd-forecast-two-trades-to-watch-2025-01-16/,EURUSD,0.0,0.0,0.0,0.5,0.2,day,0.1,
2025-01-16 13:48:50,EUR/USD –16.01.2025,https://images.financialmodelingprep.com/news/eurusd-16012025-20250116.jpg,orbex.com,"The Euro managed to maintain trades below the downtrend resistance zone of 1.0370 and retreated towards 1.0258 so far. As we see over the chart, prices still have a chance for another drop toward 1.0100 as long as the market holds below 1.0370.",https://www.orbex.com/blog/en/2025/01/eur-usd-16-01-2025,EURUSD,0.8,-0.7,-1.0,0.8,1.0,week,0.7,2.0
2025-01-16 13:55:00,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Continues to Flex its Muscles",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-continues-to-20250116.jpg,fxempire.com,"The US dollar continues to look strong, as most currencies are struggling against it at the moment. The Euro and the Aussie are both seemingly hopeless, while the Yen is likely to follow the same route, but not as rapidly.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-continues-to-flex-its-muscles-1490710,EURUSD,0.8,-0.7,-1.0,0.9,1.0,month,0.8,2.0
2025-01-16 16:15:50,EUR/USD Price Analysis: 20-day SMA failures weigh on upside attempts,https://images.financialmodelingprep.com/news/eurusd-price-analysis-20day-sma-failures-weigh-on-upside-20250116.jpg,fxstreet.com,"The EUR/USD pair found some footing on Thursday but still retreated by 0.23% to hover around 1.0270. Although buyers tried to push prices higher in early trade, their efforts were undermined by the failure to sustain a break above the 20-day Simple Moving Average (SMA).",https://www.fxstreet.com/news/eur-usd-price-analysis-20-day-sma-failures-weigh-on-upside-attempts-202501161615,EURUSD,-0.2,-0.3,-1.0,0.7,1.0,day,0.5,
2025-01-16 17:06:25,"U.S. Dollar Pulls Back As Retail Sales Miss Estimates: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-pulls-back-as-retail-sales-miss-estimates-20250116.jpg,fxempire.com,The American currency continues to move away from yearly highs as traders react to Retail Sales data.,https://www.fxempire.com/forecasts/article/u-s-dollar-pulls-back-as-retail-sales-miss-estimates-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1490813,EURUSD,0.0,0.3,1.0,0.7,0.8,week,0.5,
2025-01-16 20:07:00,EUR/USD Update: The Euro Remains Weak Due to Dovish ECB Comments,https://images.financialmodelingprep.com/news/eurusd-update-the-euro-remains-weak-due-to-dovish-20250116.jpg,forex.com,"The EUR/USD has dropped over 8% from the peak levels seen in September 2024. The dollar's dominance over recent months has been consistent, and the euro's weakness has been exacerbated by comments regarding potential interest rate cuts from European Central Bank (ECB) members.",https://www.forex.com/en-us/news-and-analysis/eurusd-update-the-euro-remains-weak-due-to-dovish-ecb-comments/,EURUSD,0.2,-0.7,-1.0,0.8,1.0,month,0.7,
2025-01-16 23:33:00,EUR/USD strung along 1.03 ahead of thin Friday docket,https://images.financialmodelingprep.com/news/eurusd-strung-along-103-ahead-of-thin-friday-docket-20250116.jpg,fxstreet.com,"EUR/USD middled through Thursday's market action with bids hung up on the 1.0300 price handle. There's a limited offering from the economic data docket on Friday, and traders will be keeping an ear to the ground for any rumblings from central bank policymakers.",https://www.fxstreet.com/news/eur-usd-strung-along-103-with-a-moderate-day-on-the-cards-for-friday-202501162333,EURUSD,0.0,0.0,0.0,0.5,0.8,day,0.3,
2025-01-17 05:21:34,EUR/USD softens below 1.0300 on ECB gradual rate cut bets,https://images.financialmodelingprep.com/news/eurusd-softens-below-10300-on-ecb-gradual-rate-cut-20250117.jpg,fxstreet.com,EUR/USD softens below 1.0300 on ECB gradual rate cut bets,https://www.fxstreet.com/news/eur-usd-softens-below-10300-on-ecb-gradual-rate-cut-bets-202501170521,EURUSD,0.0,-0.6,-1.0,0.8,1.0,month,0.7,
2025-01-17 07:39:03,US Dollar Forecast: Retail Sales and Inflation Data Shape Sentiment – Bond Yield and EUR/USD Outlook,https://images.financialmodelingprep.com/news/us-dollar-forecast-retail-sales-and-inflation-data-shape-20250117.jpg,fxempire.com,"US Dollar gains as retail sales grow 0.4%, inflation data eases, signaling potential Fed rate cuts. Bond Yield and EUR/USD outlook included.",https://www.fxempire.com/forecasts/article/us-dollar-forecast-retail-sales-and-inflation-data-shape-sentiment-bond-yield-and-eur-usd-outlook-1490850,EURUSD,0.0,-0.3,-1.0,0.7,0.8,week,0.6,
2025-01-17 09:00:00,"US Dollar Dominates Against Pound, Euro as Trump Countdown Intensifies",https://images.financialmodelingprep.com/news/us-dollar-dominates-against-pound-euro-as-trump-countdown-20250117.jpg,exchangerates.org.uk,The US Dollar has dominated global markets with investors increasingly focussed on the incoming Trump Administration while growth-orientated data was also solid. MUFG commented; “it will take more than one month of softer US inflation to significantly undermine current bullish market sentiment towards the US dollar.,https://www.exchangerates.org.uk/news/42193/2025-01-17-us-dollar-dominates-against-pound-euro-as-trump-countdown-intensifies.html,EURUSD,0.3,-0.7,-1.0,0.8,0.9,month,0.7,2.0
2025-01-17 09:34:24,EUR/USD trades cautiously as focus shifts to Trump's return to White House,https://images.financialmodelingprep.com/news/eurusd-trades-cautiously-as-focus-shifts-to-trumps-return-20250117.jpg,fxstreet.com,"EUR/USD trades with caution in a narrow range near the key level of 1.0300 in Friday's European session. The major currency pair oscillates inside Thursday's trading range, with investors focusing on United States (US) President-elect Donald Trump's inauguration on Monday.",https://www.fxstreet.com/news/eur-usd-trades-cautiously-as-focus-shifts-to-trumps-return-to-white-house-202501170934,EURUSD,0.2,0.0,0.0,0.5,0.8,week,0.5,
2025-01-17 09:37:36,EUR/USD: Expected to be in a range of 1.0270/1.0330 – UOB Group,https://images.financialmodelingprep.com/news/eurusd-expected-to-be-in-a-range-of-1027010330-20250117.jpg,fxstreet.com,"The Euro (EUR) is likely to consolidate further, expected to be in a range of 1.0270/1.0330. In the longer run, EUR has entered a range trading phase; it is likely to trade between 1.0220 and 1.0400 for the time being, UOB Group's FX analysts Quek Ser Leang and Peter Chia note.",https://www.fxstreet.com/news/eur-usd-expected-to-be-in-a-range-of-10270-10330-uob-group-202501170937,EURUSD,0.0,0.0,0.0,0.5,1.0,week,0.5,
2025-01-17 12:00:00,"EUR/USD forecast: Forex Friday – January 17, 2025",https://images.financialmodelingprep.com/news/eurusd-forecast-forex-friday-january-17-2025-20250117.jpg,forex.com,"While the major indices rallied, FX markets were fairly contained in the first half of Friday's session, with the EUR/USD trading flat around the 1.03 handle. Other euro crosses were all higher as risk appetite improved further with some of the major European indices such as the German DAX and UK's FTSE 100 hitting new record highs.",https://www.forex.com/en-us/news-and-analysis/eur-usd-outlook-forex-friday-january-17-2025/,EURUSD,-0.2,0.0,0.0,0.7,0.8,day,0.3,
2025-01-17 13:31:16,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Continues to Bounce Around",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-continues-to-20250117.jpg,fxempire.com,"In the early hours of Friday, the US dollar has been a bit noisy, as it looks like traders aren't willing to get overly exposed one way or the other ahead of the weekend. With this, I suspect this is a market that will continue to see choppy short-term behavior.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-continues-to-bounce-around-1491014,EURUSD,0.2,0.0,0.0,0.5,0.5,day,0.3,
2025-01-17 16:18:03,EUR/USD Price Analysis: Renewed 20-day SMA rejection curbs bullish attempts,https://images.financialmodelingprep.com/news/eurusd-price-analysis-renewed-20day-sma-rejection-curbs-bullish-20250117.jpg,fxstreet.com,"The EUR/USD pair struggled to maintain upward momentum on Friday, slipping by 0.20% to settle around the 1.0285 mark. Efforts to break decisively above the 20-day Simple Moving Average (SMA) once again fell short, underscoring persistent headwinds facing any near-term recovery.",https://www.fxstreet.com/news/eur-usd-price-analysis-renewed-20-day-sma-rejection-curbs-bullish-attempts-202501171618,EURUSD,0.0,-0.2,-1.0,0.7,1.0,day,0.5,
2025-01-17 16:44:02,"U.S. Dollar Gains Ground Ahead Of The Weekend: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-gains-ground-ahead-of-the-weekend-analysis-20250117.jpg,fxempire.com,U.S. dollar gains ground as traders focus on the better-than-expected Housing Starts report.,https://www.fxempire.com/forecasts/article/u-s-dollar-gains-ground-ahead-of-the-weekend-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1491097,EURUSD,0.0,-0.3,-1.0,0.6,0.5,day,0.4,
